chunk,rep,DGP,n,bs,sq,cv,dt,fd,tam,tdip,tzdip
1,50,A6,250,,,,1,0,0,0,0
1,51,A6,250,,,,1,0,0,0,0
1,52,A6,250,,,,1,0,0,0,0
1,53,A6,250,,,,1,0,0,0,0
1,54,A6,250,,,,1,0,0,0,0
1,55,A6,250,,,,0,1,0,0,0
1,56,A6,250,,,,1,0,0,0,0
1,57,A6,250,,,,1,0,0,0,0
1,58,A6,250,,,,1,0,0,0,0
1,59,A6,250,,,,1,0,0,0,0
1,60,A6,250,,,,1,0,0,0,0
1,61,A6,250,,,,1,0,0,0,0
1,62,A6,250,,,,1,0,0,0,0
1,63,A6,250,,,,0,1,0,0,0
1,64,A6,250,,,,1,0,0,0,0
1,65,A6,250,,,,0,1,0,0,0
1,66,A6,250,,,,1,0,0,0,0
1,67,A6,250,,,,1,0,0,0,0
1,68,A6,250,,,,1,0,0,0,0
1,69,A6,250,,,,1,0,0,0,0
1,70,A6,250,,,,1,0,0,0,0
1,71,A6,250,,,,0,1,0,0,0
1,72,A6,250,,,,1,0,0,0,0
1,73,A6,250,,,,1,0,0,0,0
1,74,A6,250,,,,1,0,0,0,0
1,75,A6,250,,,,0,1,0,0,0
1,76,A6,250,,,,1,0,0,0,0
1,77,A6,250,,,,1,0,0,0,0
1,78,A6,250,,,,1,0,0,0,0
1,79,A6,250,,,,1,0,0,0,0
1,80,A6,250,,,,1,0,0,0,0
1,81,A6,250,,,,1,0,0,0,0
1,82,A6,250,,,,1,0,0,0,0
1,83,A6,250,,,,1,0,0,0,0
1,84,A6,250,,,,1,0,0,0,0
1,85,A6,250,,,,0,1,0,0,0
1,86,A6,250,,,,1,0,0,0,0
1,87,A6,250,,,,1,0,0,0,0
1,88,A6,250,,,,1,0,0,0,0
1,89,A6,250,,,,1,0,0,0,0
1,90,A6,250,,,,1,0,0,0,0
1,91,A6,250,,,,1,0,0,0,0
1,92,A6,250,,,,1,0,0,0,0
1,93,A6,250,,,,1,0,0,0,0
1,94,A6,250,,,,0,1,0,0,0
1,95,A6,250,,,,1,0,1,0,0
1,96,A6,250,,,,1,0,0,0,0
1,97,A6,250,,,,1,0,0,0,0
1,98,A6,250,,,,1,0,0,0,0
1,99,A6,250,,,,1,0,0,0,0
1,50,A6,500,,,,1,0,1,0,0
1,51,A6,500,,,,0,1,0,0,0
1,52,A6,500,,,,1,0,1,0,0
1,53,A6,500,,,,0,1,0,0,0
1,54,A6,500,,,,0,1,0,0,0
1,55,A6,500,,,,1,0,0,0,0
1,56,A6,500,,,,1,0,0,0,0
1,57,A6,500,,,,1,0,0,0,0
1,58,A6,500,,,,1,0,0,0,0
1,59,A6,500,,,,1,0,0,0,0
1,60,A6,500,,,,1,0,0,0,0
1,61,A6,500,,,,1,0,0,0,0
1,62,A6,500,,,,1,0,0,0,0
1,63,A6,500,,,,1,0,0,0,0
1,64,A6,500,,,,1,0,0,0,0
1,65,A6,500,,,,1,0,0,0,0
1,66,A6,500,,,,1,0,0,0,0
1,67,A6,500,,,,1,0,0,0,0
1,68,A6,500,,,,1,0,0,0,0
1,69,A6,500,,,,1,0,0,0,0
1,70,A6,500,,,,0,1,0,0,0
1,71,A6,500,,,,1,0,0,0,0
1,72,A6,500,,,,1,0,0,0,0
1,73,A6,500,,,,1,0,0,0,0
1,74,A6,500,,,,1,0,0,0,0
1,75,A6,500,,,,1,0,0,0,0
1,76,A6,500,,,,1,0,0,0,0
