chunk,rep,DGP,n,bs,sq,cv,dt,fd,tam,tdip,tzdip
9,498,A1,250,0.13597662771285468,0.01848964328416028,1.0,1,0,0,0,0
9,499,A1,250,0.15250417362270452,0.023257522972344007,1.0,1,0,0,0,0
9,450,A1,500,,,,0,0,0,0,0
9,451,A1,500,-0.10442404006677802,0.010904380143868062,1.0,0,0,0,0,0
9,452,A1,500,-0.006761268781302232,4.5714755533012174e-05,1.0,1,0,0,1,1
9,453,A1,500,0.038313856427378945,0.001467951594337807,1.0,1,0,0,0,0
9,454,A1,500,0.024791318864774592,0.0006146094910549286,1.0,1,0,0,0,0
9,455,A1,500,-0.04883138564273798,0.002384504223789797,1.0,1,0,0,0,0
9,456,A1,500,,,,0,0,0,0,0
9,457,A1,500,0.04883138564273781,0.0023845042237897805,1.0,0,0,0,0,0
9,458,A1,500,,,,0,0,0,0,0
9,459,A1,500,-0.04883138564273798,0.002384504223789797,1.0,1,0,0,0,0
9,460,A1,500,-0.03380634390651094,0.0011428688883252892,1.0,1,0,0,0,0
9,461,A1,500,-0.09540901502504179,0.00910288014804865,0.0,1,0,0,0,0
9,462,A1,500,-0.012771285475793037,0.0001631057327042022,1.0,1,0,0,0,0
9,463,A1,500,0.04131886477462432,0.0017072485862636903,1.0,1,0,0,0,0
9,464,A1,500,0.015776293823038356,0.0002488914467908382,1.0,1,0,0,0,0
9,465,A1,500,-0.000751252086811427,5.643796979385238e-07,1.0,1,0,0,0,0
9,466,A1,500,0.0037562604340567463,1.4109492448460175e-05,1.0,1,0,0,0,0
9,467,A1,500,0.06986644407345577,0.004881320007469323,1.0,1,0,0,0,0
9,468,A1,500,0.18555926544240398,0.03443224099152454,1.0,1,0,0,0,0
9,469,A1,500,,,,0,0,0,0,0
9,470,A1,500,-0.0533388981636061,0.0028450380573075418,1.0,1,0,0,0,0
9,471,A1,500,0.078881469115192,0.00622228616977099,1.0,0,0,0,0,0
9,472,A1,500,-0.14799666110183646,0.021903011697291832,1.0,1,0,0,0,0
9,473,A1,500,-0.10442404006677802,0.010904380143868062,1.0,1,0,0,0,0
9,474,A1,500,-0.08939899833055098,0.007992180902505858,0.0,1,0,0,0,0
9,475,A1,500,,,,0,0,0,0,0
9,476,A1,500,0.1675292153589315,0.028066037998779252,1.0,1,0,0,0,0
9,477,A1,500,-0.14198664440734565,0.02016020719005802,1.0,1,0,0,0,0
9,478,A1,500,0.09090150250417361,0.008263083157516282,1.0,0,0,0,0,0
9,479,A1,500,-0.050333889816360666,0.002533500464045536,1.0,0,0,0,0,0
9,480,A1,500,-0.08338898163606018,0.006953722258299181,1.0,1,0,0,0,0
9,481,A1,500,0.05784641068447405,0.0033462072290768334,1.0,1,0,0,0,0
9,482,A1,500,-0.2156093489148581,0.04648739133948903,1.0,1,0,0,0,0
9,483,A1,500,,,,0,0,0,0,0
9,484,A1,500,0.09991652754590985,0.009983312476832562,0.0,1,0,0,0,0
9,485,A1,500,-0.06385642737896502,0.004077643317605033,1.0,1,0,0,0,0
9,486,A1,500,-0.03380634390651094,0.0011428688883252892,1.0,1,0,0,0,0
9,487,A1,500,-0.14198664440734565,0.02016020719005802,0.0,1,0,0,0,0
9,488,A1,500,0.026293823038397335,0.0006913651299745544,1.0,1,0,0,0,0
9,489,A1,500,-0.07287145242070125,0.005310248577902527,1.0,0,0,0,0,0
9,490,A1,500,0.03530884808013346,0.0012467147527459442,1.0,0,0,0,0,0
9,491,A1,500,0.04131886477462432,0.0017072485862636903,1.0,0,0,0,0,0
9,492,A1,500,0.08789649415692824,0.007725793685078921,1.0,0,0,0,0,0
9,493,A1,500,-0.12696160267111856,0.016119248552818977,1.0,1,0,0,0,0
9,494,A1,500,-0.00826377295492492,6.828994345054853e-05,1.0,1,0,0,0,0
9,495,A1,500,-0.01126878130217035,0.0001269854320361441,1.0,0,0,0,0,0
9,496,A1,500,0.062353923205342165,0.003888011739097708,1.0,0,0,0,0,0
9,497,A1,500,0.12696160267111845,0.01611924855281895,1.0,1,0,0,0,0
9,498,A1,500,0.1059265442404006,0.011220432774713546,1.0,1,0,0,0,0
9,499,A1,500,-0.051836393989983354,0.0026870117418847823,1.0,1,0,0,0,0
9,450,A1,1000,-0.017278797996661155,0.00029855686020942155,1.0,1,0,0,0,0
9,451,A1,1000,0.012771285475792982,0.00016310573270420076,1.0,1,0,0,1,0
9,452,A1,1000,-0.04582637729549255,0.002100056856028835,1.0,1,0,0,0,0
9,453,A1,1000,0.005258764607679378,2.7654605198981244e-05,1.0,1,0,0,0,0
9,454,A1,1000,-0.02328881469115196,0.0005423688897188153,1.0,1,0,0,1,1
9,455,A1,1000,-0.006761268781302232,4.5714755533012174e-05,1.0,1,0,0,0,0
9,456,A1,1000,,,,0,0,0,0,0
9,457,A1,1000,-0.0668614357262104,0.004470451587370164,1.0,1,0,0,0,0
9,458,A1,1000,-0.08338898163606018,0.006953722258299181,1.0,1,0,0,0,0
9,459,A1,1000,0.0007512520868112604,5.643796979382736e-07,1.0,0,0,0,0,0
9,460,A1,1000,0.13597662771285468,0.01848964328416028,1.0,0,0,0,0,0
9,461,A1,1000,-0.02929883138564282,0.0008584215205643288,1.0,1,0,0,0,0
9,462,A1,1000,-0.0037562604340568573,1.410949244846101e-05,1.0,1,0,0,0,0
9,463,A1,1000,-0.00826377295492492,6.828994345054853e-05,1.0,1,0,0,0,0
9,464,A1,1000,0.13898163606010017,0.019315895161942136,1.0,0,0,0,0,0
9,465,A1,1000,-0.11644407345575963,0.013559222242970344,1.0,1,0,0,0,0
